SequenceID	Subtype	Country-ISO	Year	Isolate-name
JQ316134	B	KR	05	05YJN2
JQ341411	B	KR	07	07KYY4
KJ140263	B	KR	07	HP_18_07JHS10_3909
KF561442	B	KR	91	91OSG10
KJ140266	B	KR	92	93LSW7_10899
KJ140255	B	KR	92	HP_10_02SHJ8_6986
KJ140256	B	KR	92	HP_11_02PGU10_4780
KJ140261	B	KR	92	HP_16_12JIS11_6075
KJ140251	B	KR	92	HP_6_03JHJ2_3477
KJ140262	B	KR	93	HP_17_02LSP11_2268
KJ140250	B	KR	95	HP_5_95PJH6_10862
JQ316129	B	KR	99	99HYH2
AB097870	B	MM	99	mSTD101
AY423387	B	NL	00	671_00T36
U34604	B	NL	86	3202A21_ACH3202A21
AY970948	B	NL	96	H434_42_A1
JF320183	B	PE	06	502_0491_wg5
JF320008	B	PE	06	502_0524_FL04
JF320215	B	PE	06	502_0648_FL02
JF320208	B	PE	06	502_0841_FL04
JF320244	B	PE	06	502_2794_FL05
JF320191	B	PE	07	502_0525_wg5
JF320226	B	PE	07	502_1047_wg5
JF320013	B	PE	07	502_1399_wg4
JF320018	B	PE	07	502_2254_FL6
JF320028	B	PE	07	502_2349_wg2
JF320189	B	PE	07	502_2622_wg1
JF320019	B	PE	07	502_2649_wg8
KC596069	B	PL	x	DEMBXXPL001
JN251896	B	PY	02	02PY_PSP0019
JN251901	B	PY	02	02PY_PSP0090
JN251906	B	PY	03	03PY_PSP0115
AY682547	B	RU	04	04RU128005
AY751406	B	RU	04	04RU129005
AY751407	B	RU	04	04RU139089
AY819715	B	RU	04	04RU139095
JX500709	B	RU	09	09RU4457
JX500707	B	RU	10	10RU6629
JX500708	B	RU	11	11RU21n
KP411829	B	SE	05	SE600063
KP411822	B	SE	09	SE600001
KP411823	B	SE	10	SE600012
KP411827	B	SE	10	SE600046
KP411824	B	SE	11	SE600023
KP411825	B	SE	11	SE600034
KP411828	B	SE	12	SE600057
AY945710	B	TH	00	00TH_C3198
JN248321	B	TH	04	04TH317223
JN248329	B	TH	04	04TH601066
JN248333	B	TH	04	04TH803686
JN248335	B	TH	04	04TH808998
JN248337	B	TH	04	04TH821921
JN248343	B	TH	05	05TH355614
JN248344	B	TH	05	05TH356764
JN248346	B	TH	05	05TH357801
JN248347	B	TH	05	05TH429730
JN248348	B	TH	05	05TH440248
JN248353	B	TH	05	05TH645189
JN248354	B	TH	05	05TH736580
JX446800	B	TH	06	AA010a_WG3
KJ769147	B	TH	06	NPBQC
JX447156	B	TH	07	AA040a_WG11
JN860769	B	TH	08	MERLBDTRC10
KP109514	B	TH	10	DEMB10TH002
AY173951	B	TH	90	BK132
AY713408	B	TH	96	96TH_NP1538
DQ354116	B	TH	96	M081
DQ354112	B	TH	96	M140
DQ354118	B	TH	96	M145
DQ354119	B	TH	96	M149
AY945711	B	TH	99	99TH_C1416
EU839606	B	TT	00	00TT_CRC08767
EU839607	B	TT	00	00TT_CRC50018
EU839608	B	TT	01	01TT_CRC50069
EU839610	B	TT	01	01TT_CRC50077
AF086817	B	TW	94	TWCYS_LM49
DQ823362	B	UA	01	01UAKV167
DQ823363	B	UA	01	01UAKV252
DQ823364	B	UA	01	01UAKV259
DQ853436	B	US	00	14294_1
KT124806	B	US	00	929172
EF363123	B	US	00	ES1_20
JN944917	B	US	00	RHPA_TF1
JN944930	B	US	00	THRO_TF1
FJ496169	B	US	00	WITO_flB3
FJ469738	B	US	01	L805
JN944911	B	US	01	REJO_TF1
FJ496151	B	US	01	TRJO_flA1
FJ496078	B	US	02	04013226_2_flH11
KT124764	B	US	02	328659
KT124814	B	US	02	996401
FJ469687	B	US	02	CR0017Q
FJ469688	B	US	02	CR0023W
FJ469693	B	US	02	CR0058S
FJ469728	B	US	02	F706
FJ469730	B	US	02	F714
FJ469734	B	US	02	F719
FJ469735	B	US	02	F762P
FJ469737	B	US	02	F797
JQ403102	B	US	02	HIV_US_BID_V5249_2002
JQ403105	B	US	02	HIV_US_BID_V5276_2002
FJ469741	B	US	02	L8124P
FJ469748	B	US	02	L861P
FJ469749	B	US	02	L893P
FJ469751	B	US	02	MTF
FJ469757	B	US	02	PRLS08
FJ469758	B	US	02	PRLS09
FJ469760	B	US	02	PRLS16
KT124807	B	US	03	933384
KT124813	B	US	03	981600
FJ469686	B	US	03	AT01480
FJ469701	B	US	03	CR0154X
KC473846	B	US	03	DEMB03JP004
FJ469731	B	US	03	F7157
JQ403106	B	US	03	HIV_US_BID_V5279_2003
FJ469739	B	US	03	L8107
FJ469740	B	US	03	L8116
FJ469742	B	US	03	L8152
FJ469743	B	US	03	L8180
FJ469753	B	US	03	PRLS01
FJ469755	B	US	03	PRLS04
FJ469759	B	US	03	PRLS12
FJ469764	B	US	03	PRLS24
FJ469770	B	US	03	SH8233
FJ469684	B	US	04	014837G
KT124758	B	US	04	268977
FJ469695	B	US	04	CR0068P
FJ469697	B	US	04	CR0080N
FJ469698	B	US	04	CR0116Y
FJ469722	B	US	04	CR0345Q
EF363127	B	US	04	ES10_53
KC935957	B	US	04	ES11_2004_culture
EF363124	B	US	04	ES4_24
EF363126	B	US	04	ES8_43
FJ469732	B	US	04	F7165
JQ403104	B	US	04	HIV_US_BID_V5261_2004
JQ403107	B	US	04	HIV_US_BID_V5282_2004
FJ469745	B	US	04	L819
EU547186	B	US	04	SAMI_WGA1
FJ469772	B	US	04	SH858
JN024210	B	US	04	USPI71101EI7y04051pcWG2B9
JN024100	B	US	04	USPI83747EI6y04121pcWG2B5
FJ469682	B	US	05	01144G
FJ469683	B	US	05	012286G
FJ496081	B	US	05	04013396_0_flE6
JF689852	B	US	05	05US_SAJ_NVS12
JF689854	B	US	05	05US_SAJ_NVS16
JF689856	B	US	05	05US_SAJ_NVS3
JF689857	B	US	05	05US_SAJ_NVS5
JF689859	B	US	05	05US_SAJ_NVS8
JF689860	B	US	05	05US_SAJ_NVS9
JX863919	B	US	05	306159_FL
JF320059	B	US	05	502_0223_wg1
JF320043	B	US	05	502_1400_FL02
JF320361	B	US	05	502_1926_FL01
JF320484	B	US	05	502_2008_FL04
JF320185	B	US	05	502_2136_FL02
JF320054	B	US	05	502_2495_wg02
KT124778	B	US	05	509452
FJ469703	B	US	05	CR0175S
FJ469706	B	US	05	CR0208W
FJ469717	B	US	05	CR0307R
FJ469718	B	US	05	CR0312W
DQ886037	B	US	05	L8249
FJ469747	B	US	05	L827
KF990605	B	US	05	MDR_1c
JN024363	B	US	05	USPI38417EI33y05051pcWG2B2
JN024344	B	US	05	USPI88403EI14y05121pcWG2B7
JF689862	B	US	06	06US_SAJ_C164_SC
JF689863	B	US	06	06US_SAJ_C165_TJ
JF689864	B	US	06	06US_SAJ_C166_SG
JF689865	B	US	06	06US_SAJ_C167_LH
JF689866	B	US	06	06US_SAJ_C168_LS
JF689867	B	US	06	06US_SAJ_C169_JS
JF689868	B	US	06	06US_SAJ_C170_JP
JF689870	B	US	06	06US_SAJ_NVS22
JF689871	B	US	06	06US_SAJ_NVS23
JF689872	B	US	06	06US_SAJ_NVS27
JF689873	B	US	06	06US_SAJ_NVS31
JF689874	B	US	06	06US_SAJ_NVS32
JF689875	B	US	06	06US_SAJ_NVS35
JF689876	B	US	06	06US_SAJ_NVS39
JF320615	B	US	06	502_0053_wg06
JF320613	B	US	06	502_0062_FL04
JF320363	B	US	06	502_0176_FL06
JF320036	B	US	06	502_0227_FL05
JF320048	B	US	06	502_0309_wg13
JF320003	B	US	06	502_0341_FL05
JF320097	B	US	06	502_0346_wg02
JF320038	B	US	06	502_0572_FL06
JF320526	B	US	06	502_0717_FL02
JF320263	B	US	06	502_0839_wg01
JF320160	B	US	06	502_0923_wg07
JF320564	B	US	06	502_1046_FL04
JF320169	B	US	06	502_1055_FL01
JF320053	B	US	06	502_1174_FL09
JF320151	B	US	06	502_1211_FL01
JF320356	B	US	06	502_1512_FL01
JF320126	B	US	06	502_1619_FL06
JF320145	B	US	06	502_2667_FL03
KT124791	B	US	06	689801
JN944897	B	US	06	CH106_TF1
FJ495818	B	US	06	CH40E_flA1
FJ495941	B	US	06	CH58E_flA9
FJ496000	B	US	06	CH77E_flA1
FJ469691	B	US	06	CR0047U
FJ469696	B	US	06	CR0078
FJ469700	B	US	06	CR0131
FJ469708	B	US	06	CR0215
FJ469709	B	US	06	CR0222X
FJ469710	B	US	06	CR0228Q
FJ469714	B	US	06	CR0276Z
FJ469723	B	US	06	CR0361T
JQ403068	B	US	06	HIV_US_BID_V3047_2006
JQ403095	B	US	06	HIV_US_BID_V4503_2006
JQ403097	B	US	06	HIV_US_BID_V4506_2006
JQ403098	B	US	06	HIV_US_BID_V4507_2006
KF990608	B	US	06	MDR_5a
JF689877	B	US	07	07US_SAJ_C154
JF689879	B	US	07	07US_SAJ_C156
JF689883	B	US	07	07US_SAJ_C161_H1
JF689885	B	US	07	07US_SAJ_C163_H3
JF689886	B	US	07	07US_SAJ_C166_MS
JF689887	B	US	07	07US_SAJ_C200
JF689889	B	US	07	07US_SAJ_NVS42
JF689890	B	US	07	07US_SAJ_NVS48
JF689892	B	US	07	07US_SAJ_NVS54
JF689893	B	US	07	07US_SAJ_NVS55
JX863921	B	US	07	306344_FL
JF320563	B	US	07	502_0364_wg2
JF320530	B	US	07	502_0823_05
JF320045	B	US	07	502_1115_wg1
JF320150	B	US	07	502_1478_wg4
JF320467	B	US	07	502_1709_04
JF320182	B	US	07	502_1897_wg6
JF320197	B	US	07	502_2289_05
JF320577	B	US	07	502_2305_01
KT124801	B	US	07	891439
FJ469689	B	US	07	CR0027M
FJ469707	B	US	07	CR0214
FJ469713	B	US	07	CR0275
FJ469716	B	US	07	CR0295S
FJ469721	B	US	07	CR0339X
JQ403059	B	US	07	HIV_US_BID_V3020_2007
JQ403060	B	US	07	HIV_US_BID_V3021_2007
JQ403064	B	US	07	HIV_US_BID_V3036_2007
JQ403066	B	US	07	HIV_US_BID_V3044_2007
JQ403071	B	US	07	HIV_US_BID_V3053_2007
JQ403075	B	US	07	HIV_US_BID_V3115_2007
JQ403078	B	US	07	HIV_US_BID_V3120_2007
JQ403092	B	US	07	HIV_US_BID_V3512_2007
JQ403093	B	US	07	HIV_US_BID_V3515_2007
JQ403096	B	US	07	HIV_US_BID_V4516_2007
JF689894	B	US	08	08US_SAJ_C202
JF689895	B	US	08	08US_SAJ_C203
JF689896	B	US	08	08US_SAJ_C204
JF689897	B	US	08	08US_SAJ_C205
KT124761	B	US	08	293050
JX974238	B	US	08	B700010607S0dpsBF13
JQ403061	B	US	08	HIV_US_BID_V3024_2008
JQ403062	B	US	08	HIV_US_BID_V3027_2008
JQ403067	B	US	08	HIV_US_BID_V3046_2008
JQ403069	B	US	08	HIV_US_BID_V3048_2008
JQ403070	B	US	08	HIV_US_BID_V3050_2008
JQ403074	B	US	08	HIV_US_BID_V3114_2007
JQ403082	B	US	08	HIV_US_BID_V3128_2008
JQ403031	B	US	08	HIV_US_BID_V4120_2008
JQ403035	B	US	08	HIV_US_BID_V4124_2008
JQ403083	B	US	08	HIV_US_BID_V4388_2008
JQ403085	B	US	08	HIV_US_BID_V4390_2008
JQ403086	B	US	08	HIV_US_BID_V4391_2008
JQ403087	B	US	08	HIV_US_BID_V4392_2008
JQ403088	B	US	08	HIV_US_BID_V4393_2008
JQ403089	B	US	08	HIV_US_BID_V4394_2008
JQ403091	B	US	08	HIV_US_BID_V4397_2008
JQ403094	B	US	08	HIV_US_BID_V4489_2008
GU733713	B	US	09	C1P
JX140657	B	US	09	DEMB09US002
KC473824	B	US	09	DEMB09US003
KC935958	B	US	09	ES38
KC935959	B	US	09	LTNP1
KF526141	B	US	10	10CB4_45E6
JN397365	B	US	10	CP1
KC473825	B	US	10	DEMB10US001
KC473826	B	US	10	DEMB10US003
KC473827	B	US	10	DEMB10US004
KC473828	B	US	10	DEMB10US007
KC473829	B	US	10	DEMB10US009
KC473830	B	US	10	DEMB10US011
KU677990	B	US	10	Pt1_DNA_2
KU678074	B	US	10	Pt4_DNA_5
JN397364	B	US	10	VC1
KF526228	B	US	11	19CB1_induced
KF526265	B	US	11	20CB4_46F1
KF526312	B	US	11	22CC9_induced
KF526323	B	US	11	23CB6_induced
KT124766	B	US	11	361974
KT124773	B	US	11	479693
KT124775	B	US	11	481811
KT124809	B	US	11	950965
KU641402	B	US	11	AMBI_CLONE
KF384798	B	US	11	CP10_3A
KF384799	B	US	11	CP12_10
KF384800	B	US	11	CP13_2
KF384801	B	US	11	CP3_6
KF384802	B	US	11	CP4_2B
KF384803	B	US	11	CP5_3A
KF384804	B	US	11	CP6_2E
KF384805	B	US	11	CP7_2B
KF384806	B	US	11	CP8_4
KF384807	B	US	11	CP9_1A
KC473831	B	US	11	DEMB11US002
KC473832	B	US	11	DEMB11US004
KC473833	B	US	11	DEMB11US006
KC473834	B	US	11	DEMB11US011
KC473835	B	US	11	DEMB11US015
KF384808	B	US	11	ES22_27
JN397362	B	US	11	ES38
KF384810	B	US	11	ES39_42
KF384811	B	US	11	ES40_24
KF384812	B	US	11	VC3_14
KF384813	B	US	11	VC5_3
KF384814	B	US	11	VC6_2
KT124750	B	US	12	143200
KT124756	B	US	12	231603
KT124768	B	US	12	383086
KT124784	B	US	12	607523
KT124785	B	US	12	608647
KU901976	B	US	12	N8261_FL_CON
KU901997	B	US	12	T8250_FL_CON
KT124796	B	US	13	862898
KX505589	B	US	13	CP02
KX505616	B	US	13	CP03
KX505652	B	US	13	CP06
KX505686	B	US	13	CP07
KU749387	B	US	13	DEMB13US026
KT284371	B	US	13	G4_RV_1
KX505396	B	US	14	2286
KX505419	B	US	14	2443
KX505440	B	US	14	2454
KX505475	B	US	14	2529
KX505508	B	US	14	2531
KX505739	B	US	14	CP10
KU678026	B	US	14	Pt2_DNA_28
KU678060	B	US	14	Pt3_DNA_6_2
KU678125	B	US	14	Pt7_DNA_5
KX505446	B	US	15	2521
KX505555	B	US	15	3693
KX505536	B	US	16	2609
KJ704792	B	US	79	NYC4
AY835777	B	US	83	5018_83
AY835781	B	US	83	5157_83
M17451	B	US	83	RF_HAT3
K02007	B	US	83	SF2_LAV2_ARV2
AY835779	B	US	84	5019_84
M17449	B	US	84	MNCG_MN
M38431	B	US	84	NY5CG
AY352275	B	US	84	SF33
AY835769	B	US	85	5077_85
AB221005	B	US	85	Ba_L
AY835775	B	US	86	5084_86
AY835749	B	US	86	5096_86
AY835774	B	US	86	5127_86
AF004394	B	US	86	AD87_ADA
U63632	B	US	86	JRFL_JR_FL
M93258	B	US	86	YU_2
AY835758	B	US	87	5113_87
L02317	B	US	87	BC_BCSG3
AY835763	B	US	88	5160_88
AF286365	B	US	88	WR27
U39362	B	US	89	P896_89_6
AY713412	B	US	90	90US_873
AY173952	B	US	90	US1
AY173953	B	US	90	US2
AY173954	B	US	90	US3
AY173955	B	US	90	US4
U69591	B	US	90	WCIPR
U21135	B	US	90	WEAU160_GHOSH
AY835761	B	US	91	5048_91
AF069140	B	US	91	DH12_3
FJ496145	B	US	91	SUMA_flC5
DQ487188	B	US	93	WCD32P0793
DQ487190	B	US	93	WCM32P0793
AY835773	B	US	94	5082_94
AY713410	B	US	94	94US_33931N
AY835768	B	US	95	5073_95
KU678164	B	US	95	Pt9_1995_9
JN024303	B	US	95	USPI90770EI72y95091pcWG2B7
AY332237	B	US	96	1027_03
AY331292	B	US	96	1057_01
AY308761	B	US	96	1299_d22
AY835753	B	US	96	5155_96
JN024428	B	US	96	USPI55751EI32y96071pcWG2B15
AY331282	B	US	97	1001_07
AY331284	B	US	97	1006_08
AY331285	B	US	97	1012_08
AY331287	B	US	97	1013_03
AY331290	B	US	97	1018_10
KT124744	B	US	97	1051_11
KT124745	B	US	97	1053_06
KT124770	B	US	97	395718
AB078005	B	US	97	ARES2
AY331295	B	US	98	1058_11
KT124747	B	US	98	119534
DQ853463	B	US	98	15384_1
KT124769	B	US	98	394242
AY560107	B	US	98	98USHVTN1925c1
AY560108	B	US	98	98USHVTN3605c9
AY560109	B	US	98	98USHVTN8229c6
AY560110	B	US	98	98USHVTN941c1
EF175212	B	US	98	WC3_0498_4
JN599165	B	US	99	169_1999
KT124759	B	US	99	284160
KT124776	B	US	99	489910
KT124798	B	US	99	868558
JQ403100	B	US	99	HIV_US_BID_V5239_1999
AY331296	B	US	99	PRB959_03
FJ469685	B	US	x	1229I
EU616649	B	US	x	AC160_T9_Day_1034_Dom
DQ127534	B	US	x	AC_04_0_Days_Consen_fa
DQ127537	B	US	x	AC_16_0_Days_Consen_fa
DQ127549	B	US	x	AC_59_41_Days_Seq2_fa
FJ469690	B	US	x	CR0036W
FJ469692	B	US	x	CR0050Z
FJ469694	B	US	x	CR0059T
FJ469699	B	US	x	CR0127W
FJ469702	B	US	x	CR0164U
FJ469704	B	US	x	CR0192W
FJ469705	B	US	x	CR0206U
FJ469711	B	US	x	CR0234
FJ469712	B	US	x	CR0248X
FJ469715	B	US	x	CR0289Z
FJ469719	B	US	x	CR0317N
FJ469725	B	US	x	CR0382N
FJ469726	B	US	x	CR0413T
FJ469727	B	US	x	F701
DQ886031	B	US	x	F703
FJ469729	B	US	x	F710
DQ886032	B	US	x	F7174
DQ886033	B	US	x	F7204
DQ886034	B	US	x	L8146
DQ886035	B	US	x	L8157
DQ886036	B	US	x	L8185
FJ469744	B	US	x	L8188
FJ469750	B	US	x	L896
FJ469752	B	US	x	NCQ
FJ469756	B	US	x	PRLS05
FJ469761	B	US	x	PRLS17
FJ469763	B	US	x	PRLS19
FJ469766	B	US	x	PRLS28
FJ469767	B	US	x	SH8127
FJ469768	B	US	x	SH8183
FJ469769	B	US	x	SH8229
FJ469771	B	US	x	SH8241
JX503075	B	US	x	sample_C_BID_D617
AY781126	B	UY	01	01UYTRA1092
AY781127	B	UY	01	01UYTRA1179
JN235958	B	UY	02	02UY_TSU1290
JN235965	B	UY	99	99UY_TRA0177
AY795904	B	YE	02	02YE507
AY795905	B	YE	02	02YE508
KJ948657	B	ZA	00	TV047
KJ948660	B	ZA	02	TV1057
DQ396398	B	ZA	03	03ZAPS045MB2
KP109515	B	ZA	09	DEMB09ZA022
FJ647145	B	ZA	85	R84
KJ948656	B	ZA	98	TV016
KU168257	B	x	00	LA02FolC
KU168258	B	x	02	LA03BlEr
KU168259	B	x	02	LA04GuFu
KU168260	B	x	03	LA05MeAl
AY563170	C	AR	01	ARG4006
JN692434	C	BR	02	02BR2022
AY727522	C	BR	04	04BR013
AY727523	C	BR	04	04BR021
AY727524	C	BR	04	04BR038
AY727525	C	BR	04	04BR073
JX140663	C	BR	07	DEMC07BR003
KU749391	C	BR	09	DEMC09BR036
KT427678	C	BR	10	10BR_MG032
KT427674	C	BR	10	10BR_MG040
KT427736	C	BR	10	10BR_PE023
KT427810	C	BR	10	10BR_SP033
KT427806	C	BR	10	10BR_SP041
KT427800	C	BR	10	10BR_SP060
KU749392	C	BR	10	DEMC10BR024
KU749393	C	BR	11	DEMC11BR035
U52953	C	BR	92	BR025_d
AF286228	C	BR	98	98BR004
AF443088	C	BW	00	00BW07621
AF443089	C	BW	00	00BW076820
AF443090	C	BW	00	00BW087421
AF443091	C	BW	00	00BW147127
AF443092	C	BW	00	00BW16162
AF443093	C	BW	00	00BW1686
AF443094	C	BW	00	00BW17593
AF443095	C	BW	00	00BW17732
AF443096	C	BW	00	00BW17835
AF443097	C	BW	00	00BW17956
AF443098	C	BW	00	00BW18113
AF443099	C	BW	00	00BW18595_5
AF443100	C	BW	00	00BW18802
AF443101	C	BW	00	00BW192113
AF443102	C	BW	00	00BW20361
AF443103	C	BW	00	00BW20636
AF443104	C	BW	00	00BW20872
AF443105	C	BW	00	00BW2127214
AF443107	C	BW	00	00BW22767
AF443108	C	BW	00	00BW38193
AF443109	C	BW	00	00BW38428
AF443110	C	BW	00	00BW38713
AF443111	C	BW	00	00BW3876_9
AF443112	C	BW	00	00BW3886_8
AF443113	C	BW	00	00BW3891_6
AF443114	C	BW	00	00BW3970_2
AF443115	C	BW	00	00BW5031_1
AF110959	C	BW	96	96BW01B03
AF110962	C	BW	96	96BW0402
AF110967	C	BW	96	96BW0502
AF290028	C	BW	96	96BW06
AF110969	C	BW	96	96BW1104
AF110972	C	BW	96	96BW1210
AF110974	C	BW	96	96BW15C02
AF110976	C	BW	96	96BW16B01
AF110980	C	BW	96	96BW17
AF443075	C	BW	96	96BWM032
AF443074	C	BW	96	96BWMO1_5
AF443076	C	BW	98	98BWMC122
AF443077	C	BW	98	98BWMC134
AF443078	C	BW	98	98BWMC14A3
AF443079	C	BW	98	98BWMO1410
AF443080	C	BW	98	98BWMO18D5
AF443081	C	BW	98	98BWMO36A5
AF443082	C	BW	98	98BWMO37D5
AF443083	C	BW	99	99BW393212
AF443084	C	BW	99	99BW46424
AF443085	C	BW	99	99BW4745
AF443086	C	BW	99	99BW47547
AF443087	C	BW	99	99BWMC168
KC898980	C	CN	06	06YNLC028sg
KF835515	C	CN	07	07CNYN328
KF835522	C	CN	07	07CNYN336
KC898995	C	CN	09	09YNLX090sg
KC898996	C	CN	09	09YNLX133sg
KF250403	C	CN	09	DH21
KF250404	C	CN	09	DH22
KC870038	C	CN	10	YNFL19
AY967806	C	CN	98	YNRL9840
FJ388901	C	CY	05	CY040
FJ388913	C	CY	05	CY069
FJ388948	C	CY	06	CY166
FJ388952	C	CY	06	CY176
JF683740	C	CY	07	CY187
JF683755	C	CY	07	CY203
JF683768	C	CY	08	CY219
JF683770	C	CY	08	CY221
JF683803	C	CY	09	CY260
KT124786	C	DE	10	622166
AB485643	C	DJ	x	DJ259
EF514713	C	DK	01	CTL_015
EU786673	C	ES	06	X1936
KX228820	C	ES	07	Read4_HIV_C
EU786681	C	ES	08	X2363_2
KT276258	C	ES	14	ARP1198
AY713417	C	ET	02	02ET_288
KU319528	C	ET	08	ET104
KU319529	C	ET	08	ET106
KU319530	C	ET	08	ET108
KU319531	C	ET	08	ET115
KU319532	C	ET	08	ET119
KU319533	C	ET	08	ET122
KU319534	C	ET	08	ET124
KU319535	C	ET	08	ET126
KU319536	C	ET	08	ET128
KU319537	C	ET	08	ET130
KU319538	C	ET	08	ET135
KU319539	C	ET	08	ET136
KU319540	C	ET	08	ET145
KU319541	C	ET	08	ET147
KU319542	C	ET	08	ET148
KU319543	C	ET	08	ET149
KU319544	C	ET	08	ET150
KU319545	C	ET	08	ET154
KU319546	C	ET	08	ET155
KU319547	C	ET	08	ET159
KU319548	C	ET	08	ET164
KU319549	C	ET	08	ET165
KU319550	C	ET	08	ET167
KU319551	C	ET	08	ET171
U46016	C	ET	86	ETH2220
DQ207941	C	GE	03	03GEMZ033
AF286233	C	IL	98	98IS002
AY255825	C	IL	99	99ET14
AY255826	C	IL	99	99ET17
AY255823	C	IL	99	99ET1
AY255824	C	IL	99	99ET7
KP109480	C	IN	00	DEMC00IN005
KP109481	C	IN	00	DEMC00IN006
KP109482	C	IN	00	DEMC00IN007
KP109483	C	IN	00	DEMC00IN008
KP109484	C	IN	00	DEMC00IN009
KP109485	C	IN	00	DEMC00IN010
EF469243	C	IN	03	D24
KF766537	C	IN	04	CIN4NIRT3791
KF766540	C	IN	05	CIN5NIRT3331
KF766541	C	IN	05	CIN5NIRT7231
KC156210	C	IN	09	T125_2139
KX069227	C	IN	11	NIRT009
KX069228	C	IN	11	NIRT010
KX069222	C	IN	14	NIRT004
KX069219	C	IN	15	NIRT001
KX069220	C	IN	15	NIRT002
KX069221	C	IN	15	NIRT003
KX069223	C	IN	15	NIRT005
KX069224	C	IN	15	NIRT006
KX069225	C	IN	15	NIRT007
KX069226	C	IN	15	NIRT008
AB023804	C	IN	93	93IN101
AF067157	C	IN	93	93IN904
AF067154	C	IN	93	93IN999
AF067159	C	IN	94	94IN11246
AF286223	C	IN	94	94IN476
AY713414	C	IN	94	94IN_20635_4
AF067155	C	IN	95	95IN21068
AF286231	C	IN	98	98IN012
AF286232	C	IN	98	98IN022
AY049708	C	IN	99	01IN565_10
KP109486	C	IN	99	DEMC99IN001
KP109487	C	IN	99	DEMC99IN002
KP109488	C	IN	99	DEMC99IN003
KP109489	C	IN	99	DEMC99IN004
EF694033	C	IN	x	VB39
EF694036	C	IN	x	VB49
AF457054	C	KE	00	KER2010
KT022362	C	KE	04	04KE344827V3
KT022366	C	KE	04	04KE585573V2
KT022371	C	KE	05	05KE369195V4
AY945738	C	KE	91	KNH1268
AB097871	C	MM	99	mIDU101_3
KC156212	C	MW	07	702010141_CH141w12
KC156211	C	MW	07	703010085_CH085w4a
KC156114	C	MW	07	703010131_CH131_TF
KC156213	C	MW	07	703010167_CH167w8
KC156119	C	MW	07	703010200_CH200_TFc
KC156120	C	MW	07	703010228_CH228_TFa
KP109520	C	MW	07	DEMC07MW001
KF527172	C	MW	08	4403bmLwk4_fl11
KC156216	C	MW	08	702010293_CH293w8a
KC156218	C	MW	08	702010432_CH432w4
KC156219	C	MW	08	702010440_CH440w4
KC156215	C	MW	08	703010269_CH269w24
KP109521	C	MW	08	DEMC08MW002
KP109522	C	MW	08	DEMC08MW004
KC156214	C	MW	09	703010256_CH256w96
KP109523	C	MW	09	DEMC09MW006
KP109524	C	MW	09	DEMC09MW007
KP109525	C	MW	09	DEMC09MW008
KP109526	C	MW	09	DEMC09MW009
KP109527	C	MW	09	DEMC09MW010
AY713413	C	MW	93	93MW_965
KX389612	C	NG	10	10NG020523
KU341731	C	NP	00	11NP115
KU341730	C	NP	07	11NP091
KU341722	C	NP	08	11NP004
KU341728	C	NP	08	11NP084
KU341726	C	NP	09	11NP076
KU341725	C	NP	10	11NP065
KU341723	C	NP	11	11NP014
KU341724	C	NP	11	11NP016
KU749412	C	PK	14	DEMC14PK009
KP411838	C	SE	05	SE600415
KP411839	C	SE	06	SE600516
KP411830	C	SE	07	SE600108
KP411831	C	SE	07	SE600119
KP411832	C	SE	07	SE600122
KP411833	C	SE	08	SE600210
KP411834	C	SE	08	SE600213
KP411836	C	SE	09	SE600314
KP411837	C	SE	10	SE600412
KP411835	C	SE	13	SE600311
AY713416	C	SN	90	90SE_364
AY713415	C	SO	89	89SM_145
AY253304	C	TZ	01	A125
AY253307	C	TZ	01	A207
AY253308	C	TZ	01	A246
AY253310	C	TZ	01	A260
AY253312	C	TZ	01	A301
AY253317	C	TZ	01	A388
AY253303	C	TZ	01	A93
AY253320	C	TZ	01	BD16_10
AY253321	C	TZ	01	BD22_11
AY253313	C	TZ	01	BD39_8
AY253322	C	TZ	01	BD9_11
AY734556	C	TZ	02	CO178
AY734550	C	TZ	02	CO3056
AY734551	C	TZ	02	CO328
AY734558	C	TZ	02	CO3305
AY734559	C	TZ	02	CO6130
AY734560	C	TZ	02	CO6721
KC156220	C	TZ	08	707010457_CH457w8
AF361874	C	TZ	97	97TZ04
AF361875	C	TZ	97	97TZ05
AF286234	C	TZ	98	98TZ013
AF286235	C	TZ	98	98TZ017
KF526226	C	US	11	17TB4_4G8
AY444800	C	US	98	98US_MSC3018
AY444801	C	US	98	98US_MSC5016
AY563169	C	UY	01	TRA3011
AY795906	C	YE	02	02YE511
AY838567	C	ZA	00	1069MB
AY463229	C	ZA	00	1119MB
AY463217	C	ZA	00	1134MB
AY585266	C	ZA	00	1157M3M
AY463224	C	ZA	00	1162MB
AY463230	C	ZA	00	1165MB
AY463231	C	ZA	00	1168MB
AY463225	C	ZA	00	1170MB
AY463232	C	ZA	00	1171MB
AY463218	C	ZA	00	1176MB
AY463233	C	ZA	00	1178MB
AY838566	C	ZA	00	1184MB
AY838565	C	ZA	00	1189MB
AY463219	C	ZA	00	1192M3M
AY463220	C	ZA	00	1195MB
AY463234	C	ZA	00	1197MB
AY463221	C	ZA	00	1210MB
AY463236	C	ZA	00	1214MB
AY463226	C	ZA	00	1217MB
AY463227	C	ZA	00	1225MB
AY463222	C	ZA	00	1228MB
