"sequence_id","isolate_id","collection_year"
"KY112181","CH378_SGA.2F11",2008
"KY112182","CH378_SGA.2F3",2008
"KY112183","CH378_SGA.2F4",2008
"KY112184","CH378_SGA.2G8",2008
"KY112185","CH378_SGA.2H10",2008
"KY112186","CH378_SGA.2H11",2008
"KY112187","CH378_SGA.2H5",2008
"KY112188","CH378_SGA.2H7",2008
"KY112189","CH378_SGA.2H9",2008
"FJ495853","CH40d111_C1",2006
"FJ495854","CH40d111_C2",2006
"FJ495855","CH40d111_D1",2006
"FJ495856","CH40d111_D2",2006
"FJ495857","CH40d111_D3",2006
"FJ495858","CH40d111_D4",2006
"FJ495859","CH40d111_D5",2006
"FJ495860","CH40d111_D6",2006
"FJ495861","CH40d111_D7",2006
"FJ495862","CH40d111_G1",2006
"FJ495863","CH40d111_G3",2006
"FJ495864","CH40d111_G4",2006
"FJ495865","CH40d111_G7",2006
"FJ495866","CH40d111_G8",2006
"FJ495867","CH40d111_H2",2006
"FJ495868","CH40d111_I1",2006
"FJ495869","CH40d111_I2",2006
"FJ495870","CH40d181_B2",2007
"FJ495871","CH40d181_D1",2007
"FJ495872","CH40d181_D10",2007
"FJ495873","CH40d181_D5",2007
"FJ495874","CH40d181_D7",2007
"FJ495875","CH40d181_D8",2007
"FJ495876","CH40d181_D9",2007
"FJ495877","CH40d181_G3",2007
"FJ495878","CH40d181_H1",2007
"FJ495879","CH40d181_H2",2007
"FJ495880","CH40d181_H3",2007
"FJ495881","CH40d181_H4",2007
"FJ495882","CH40d181_H6",2007
"FJ495883","CH40d181_H7",2007
"FJ495884","CH40d181_I1",2007
"FJ495885","CH40d181_I2",2007
"FJ495886","CH40d181_I5",2007
"FJ495887","CH40d181_I6",2007
"FJ496090","CH40d181_J1",2007
"FJ496091","CH40d181_J10",2007
"FJ496092","CH40d181_J3",2007
"FJ496093","CH40d181_J7",2007
"FJ495888","CH40d412_C1",2007
"FJ495889","CH40d412_C3",2007
"FJ495890","CH40d412_D10",2007
"FJ495891","CH40d412_D12",2007
"FJ495892","CH40d412_D13",2007
"FJ495893","CH40d412_D18",2007
"FJ495894","CH40d412_D19",2007
"FJ495895","CH40d412_D3",2007
"FJ495896","CH40d412_D4",2007
"FJ495897","CH40d412_D5",2007
"FJ495898","CH40d412_D7",2007
"FJ495899","CH40d412_D8",2007
"FJ495900","CH40d412_G3",2007
"FJ495901","CH40d412_G4",2007
"FJ495902","CH40d412_G5",2007
"FJ495903","CH40d412_G7",2007
"FJ495904","CH40d412_G9",2007
"FJ495905","CH40d412_H15",2007
"FJ495906","CH40d412_H2",2007
"FJ495907","CH40d412_H3",2007
"FJ495908","CH40d412_H7",2007
"FJ495909","CH40d412_H9",2007
"FJ495910","CH40d412_I11",2007
"FJ495911","CH40d45_A1",2006
"FJ495912","CH40d45_A2",2006
"FJ495913","CH40d45_A3",2006
"FJ495914","CH40d45_B1",2006
"FJ495915","CH40d45_B2",2006
"FJ495916","CH40d45_C1",2006
"FJ495917","CH40d45_C2",2006
"FJ495918","CH40d45_C7",2006
"FJ495919","CH40d45_D14",2006
"FJ495920","CH40d45_D16",2006
"FJ495921","CH40d45_D17",2006
"FJ495922","CH40d45_D18",2006
"FJ495923","CH40d45_D2",2006
"FJ495924","CH40d45_D7",2006
"FJ495925","CH40d45_I10",2006
"FJ495926","CH40d45_I11",2006
"FJ495927","CH40d45_I12",2006
"FJ495928","CH40d45_I13",2006
"FJ495929","CH40d45_I14",2006
"FJ495930","CH40d45_I15",2006
"FJ495931","CH40d45_I16",2006
"FJ495932","CH40d45_I3",2006
"FJ495933","CH40d45_I4",2006
"FJ495934","CH40d45_I6",2006
"FJ495935","CH40d45_I7",2006
"FJ495936","CH40d45_I9",2006
"FJ496094","CH40d45_L1",2006
"FJ496095","CH40d45_L2",2006
"FJ496096","CH40d45_L3",2006
"FJ496097","CH40d45_L4",2006
"FJ496098","CH40d45_M1",2006
"FJ496099","CH40d45_M10",2006
"FJ496100","CH40d45_M11",2006
"FJ496101","CH40d45_M12",2006
"FJ496102","CH40d45_M13",2006
"FJ496103","CH40d45_M2",2006
"FJ496104","CH40d45_M3",2006
"FJ496105","CH40d45_M4",2006
"FJ496106","CH40d45_M5",2006
"FJ496107","CH40d45_M6",2006
"FJ496108","CH40d45_M7",2006
"FJ496109","CH40d45_M8",2006
"FJ496110","CH40d45_M9",2006
"FJ495818","CH40E_flA1",2006
"FJ495819","CH40E_flA2",2006
"FJ495820","CH40E_flA3",2006
"FJ495821","CH40E_flC7",2006
"FJ495822","CH40E_flF10",2006
"FJ495823","CH40E_flF7",2006
"FJ495824","CH40E_flF9",2006
"FJ495825","CH40E_flG3",2006
"FJ495826","CH40E_flG6",2006
"FJ495804","CH40E_L1",2006
"FJ495805","CH40E_L2",2006
"FJ495806","CH40E_L3",2006
"FJ495807","CH40E_M1",2006
"FJ495808","CH40E_M10",2006
"FJ495809","CH40E_M11",2006
"FJ495810","CH40E_M2",2006
"FJ495811","CH40E_M3",2006
"FJ495812","CH40E_M4",2006
"FJ495813","CH40E_M5",2006
"FJ495814","CH40E_M6",2006
"FJ495815","CH40E_M7",2006
"FJ495816","CH40E_M8",2006
"FJ495817","CH40E_M9",2006
"FJ496086","CH40E_N11",2006
"FJ496087","CH40E_N12",2006
"FJ496088","CH40E_N13",2006
"FJ496089","CH40E_N14",2006
"FJ495827","CH40S_L1",2006
"FJ495828","CH40S_L3",2006
"FJ495829","CH40S_L4",2006
"FJ495830","CH40S_L5",2006
"FJ495831","CH40S_L6",2006
"FJ495832","CH40S_L7",2006
"FJ495833","CH40S_M1",2006
"FJ495834","CH40S_M10",2006
"FJ495835","CH40S_M11",2006
"FJ495836","CH40S_M14",2006
"FJ495837","CH40S_M15",2006
"FJ495838","CH40S_M16",2006
"FJ495839","CH40S_M17",2006
"FJ495840","CH40S_M18",2006
"FJ495841","CH40S_M19",2006
"FJ495842","CH40S_M2",2006
"FJ495843","CH40S_M20",2006
"FJ495844","CH40S_M21",2006
"FJ495845","CH40S_M22",2006
"FJ495846","CH40S_M3",2006
"FJ495847","CH40S_M4",2006
"FJ495848","CH40S_M5",2006
"FJ495849","CH40S_M6",2006
"FJ495850","CH40S_M7",2006
"FJ495851","CH40S_M8",2006
"FJ495852","CH40S_M9",2006
"KY112197","CH427",2008
"KY112198","CH427",2008
"KY112199","CH427",2008
"KY112200","CH427",2008
"KY112201","CH427",2008
"KY112202","CH427",2008
"KY112203","CH427",2008
"KY112204","CH427",2008
"KY112205","CH427",2008
"KY112206","CH427",2008
"KY112207","CH427",2008
"KY112208","CH427",2008
"KY112209","CH427",2008
"KY112210","CH427",2008
"KY112211","CH427",2008
"KY112212","CH427",2008
"KY112213","CH427",2008
"KY112214","CH427",2008
"KY112215","CH427",2008
"KY112216","CH427",2008
"KY112217","CH427",2008
"KY112218","CH427_SGA.600.1",2008
"KY112219","CH427_SGA.600.10",2008
"KY112220","CH427_SGA.600.11",2008
"KY112221","CH427_SGA.600.12",2008
"KY112222","CH427_SGA.600.13",2008
"KY112223","CH427_SGA.600.14",2008
"KY112224","CH427_SGA.600.15",2008
"KY112225","CH427_SGA.600.16",2008
"KY112226","CH427_SGA.600.18",2008
"KY112227","CH427_SGA.600.19",2008
"KY112228","CH427_SGA.600.2",2008
"KY112229","CH427_SGA.600.20",2008
"KY112230","CH427_SGA.600.21",2008
"KY112231","CH427_SGA.600.22",2008
"KY112232","CH427_SGA.600.24",2008
"KY112233","CH427_SGA.600.25",2008
"KY112234","CH427_SGA.600.26",2008
"KY112235","CH427_SGA.600.27",2008
"KY112236","CH427_SGA.600.29",2008
"KY112237","CH427_SGA.600.3",2008
"KY112238","CH427_SGA.600.30",2008
"KY112239","CH427_SGA.600.31",2008
"KY112240","CH427_SGA.600.32",2008
"KY112241","CH427_SGA.600.33",2008
"KY112242","CH427_SGA.600.35",2008
"KY112243","CH427_SGA.600.36",2008
"KY112244","CH427_SGA.600.37",2008
"KY112245","CH427_SGA.600.39",2008
"KY112246","CH427_SGA.600.4",2008
"KY112247","CH427_SGA.600.6",2008
"KY112248","CH427_SGA.600.7",2008
"KY112249","CH427_SGA.600.8",2008
"KY112250","CH427_SGA.600.9",2008
"KY112251","CH455",2008
"KY112252","CH455",2008
"KY112253","CH455",2008
"KY112254","CH455",2008
"KY112255","CH455",2008
"KY112256","CH455",2008
"KY112257","CH455",2008
"KY112258","CH455",2008
"KY111965","CH455_SGA.5.01",2008
"KY111966","CH455_SGA.5.05",2008
"KY111967","CH455_SGA.5.06",2008
"KY111968","CH455_SGA.5.07",2008
"KY111969","CH455_SGA.5.08",2008
"KY111970","CH455_SGA.5.09",2008
"KY111971","CH455_SGA.5.11",2008
"KY111972","CH455_SGA.5.12",2008
"KY111973","CH455_SGA.5.14",2008
"KY111974","CH455_SGA.5.15",2008
"KY111975","CH455_SGA.5.19",2008
"KY111976","CH455_SGA.5.25",2008
"KY111977","CH455_SGA.5.26",2008
"KY111978","CH455_SGA.5.28",2008
"KY111979","CH455_SGA.5.29",2008
"KY111980","CH455_SGA.5.30",2008
"KY111981","CH455_SGA.5.31",2008
"KY111982","CH455_SGA.5.32",2008
"KY112259","CH492",2008
"KY112260","CH492",2008
"KY112261","CH492",2008
"KY112262","CH492",2008
"KY112263","CH492",2008
"KY112264","CH492",2008
"KY112265","CH492",2008
"KY112266","CH492",2008
"KY112267","CH492",2008
"KY112268","CH492",2008
"KY112269","CH492",2008
"KY112270","CH492",2008
"KY112271","CH492",2008
"KY112272","CH492",2008
"KY112273","CH492",2008
"KY112274","CH492",2008
"KY112275","CH492",2008
"KY112276","CH492",2008
"KY112277","CH492",2008
"KY112278","CH492",2008
"KY112279","CH492",2008
"KY112280","CH492",2008
"KY112281","CH492",2008
"KY112282","CH492",2008
"KY112283","CH492",2008
"KY112284","CH492",2008
"KY112285","CH492",2008
"KY112286","CH492",2008
"KY112287","CH492",2008
"KY112288","CH492",2008
"KY112289","CH492",2008
"KY112290","CH492",2008
"KY112291","CH492",2008
"KY112292","CH492",2008
"KY112293","CH492",2008
"KY112294","CH492",2008
"KY112295","CH492",2008
"KY112296","CH492",2008
"KY112297","CH492",2008
"KY112298","CH492",2008
"KY112299","CH492",2008
"KY112300","CH492",2008
"KY112301","CH492",2008
"KY112302","CH492",2008
"KY112303","CH492",2008
"KY112304","CH492",2008
"KY112305","CH492",2008
"KY112306","CH492",2008
"KY112307","CH492",2008
"KY112308","CH492",2008
"KY112309","CH492",2008
"KY112310","CH492",2008
"KY112311","CH492",2008
"KY112312","CH492",2008
"KY112313","CH492",2008
"KY112314","CH492",2008
"KY112315","CH492",2008
"KY112316","CH492",2008
"KY112317","CH492",2008
"KY112318","CH492",2008
"KY112319","CH492",2008
"KY112320","CH492",2008
"KY112321","CH492",2008
"KY112322","CH492_SGA.1A12",2008
"KY112323","CH492_SGA.1A5",2008
"KY112324","CH492_SGA.1A7",2008
"KY112325","CH492_SGA.1A8",2008
"KY112326","CH492_SGA.1A9",2008
"KY112327","CH492_SGA.1B11",2008
"KY112328","CH492_SGA.1B5",2008
"KY112329","CH492_SGA.1D12",2008
"KY112330","CH492_SGA.1D2",2008
"KY112331","CH492_SGA.1D3",2008
"KY112332","CH492_SGA.1D4",2008
"KY112333","CH492_SGA.1D6",2008
"KY112334","CH492_SGA.1E1",2008
"KY112335","CH492_SGA.1E10",2008
"KY112336","CH492_SGA.1E9",2008
"KY112337","CH492_SGA.1F1",2008
"KY112338","CH492_SGA.1F11",2008
"KY112339","CH492_SGA.1G11",2008
"KY112340","CH492_SGA.1G3",2008
"KY112341","CH492_SGA.1H1",2008
"KY112342","CH492_SGA.1H11",2008
"KY112343","CH492_SGA.1H4",2008
"KY112344","CH492_SGA.1H8",2008
"KY112345","CH492_SGA.2A4",2008
"KY112346","CH492_SGA.2B7",2008
"KY112347","CH492_SGA.2B8",2008
"KY112348","CH492_SGA.2C12",2008
"KY112349","CH492_SGA.2C6",2008
"KY112350","CH492_SGA.2D2",2008
"KY112351","CH492_SGA.2E7",2008
"KY112352","CH492_SGA.2F5",2008
"KY112353","CH492_SGA.2F8",2008
"KY112354","CH492_SGA.2G12",2008
"KY112355","CH492_SGA.2G3",2008
"KY112356","CH492_SGA.2G4",2008
"KY112357","CH492_SGA.2G6",2008
"KY112358","CH492_SGA.2G8",2008
"KY112359","CH492_SGA.2H8",2008
"FJ495956","CH58d154_3A1",2007
"FJ495957","CH58d154_5A1",2007
"FJ495958","CH58d154_5C2",2007
"FJ495959","CH58d350_3B1",2007
"FJ495960","CH58d350_3B2",2007
"FJ495961","CH58d350_5C1",2007
"FJ495962","CH58d350_5C2",2007
"FJ495963","CH58d350_5C3",2007
"FJ495964","CH58d45_3A1",2006
"FJ495965","CH58d45_3A2",2006
"FJ495966","CH58d45_3A3",2006
"FJ495967","CH58d45_3A5",2006
"FJ495968","CH58d45_3A6",2006
"FJ495969","CH58d45_3B3",2006
"FJ495970","CH58d45_3B4",2006
"FJ495971","CH58d45_3B5",2006
"FJ495972","CH58d45_3B7",2006
"FJ495973","CH58d45_5A2",2006
"FJ495974","CH58d45_5A4",2006
"FJ495975","CH58d45_5C1",2006
"FJ495976","CH58d45_5C10",2006
"FJ495977","CH58d45_5C12",2006
"FJ495978","CH58d45_5C2",2006
"FJ495979","CH58d45_5C3",2006
"FJ495980","CH58d45_5C6",2006
"FJ495981","CH58d45_5C8",2006
"FJ495982","CH58d85_3A1",2006
"FJ495983","CH58d85_3A2",2006
"FJ495984","CH58d85_3B1",2006
"FJ495985","CH58d85_3B2",2006
"FJ495986","CH58d85_3B3",2006
"FJ495987","CH58d85_3B4",2006
"FJ495988","CH58d85_3B5",2006
"FJ495989","CH58d85_3B6",2006
"FJ495990","CH58d85_3B7",2006
"FJ495991","CH58d85_5A1",2006
"FJ495992","CH58d85_5C1",2006
"FJ495993","CH58d85_5C2",2006
"FJ495994","CH58d85_5C3",2006
"FJ495995","CH58d85_5C4",2006
"FJ495996","CH58d85_5C5",2006
"FJ495997","CH58d85_5C7",2006
"FJ495998","CH58d85_5C8",2006
"FJ495999","CH58d85_5C9",2006
"FJ495937","CH58E_flA1",2006
"FJ495938","CH58E_flA6",2006
"FJ495939","CH58E_flA7",2006
"FJ495940","CH58E_flA8",2006
"FJ495941","CH58E_flA9",2006
"FJ495942","CH58E_flC4",2006
"FJ495943","CH58E_flC5",2006
"FJ495944","CH58S_N1",2006
"FJ495945","CH58S_N11",2006
"FJ495946","CH58S_N12",2006
"FJ495947","CH58S_N14",2006
"FJ495948","CH58S_N16",2006
"FJ495949","CH58S_N3",2006
"FJ495950","CH58S_N4",2006
"FJ495951","CH58S_N5",2006
"FJ495952","CH58S_N6",2006
"FJ495953","CH58S_N7",2006
"FJ495954","CH58S_N8",2006
"FJ495955","CH58S_N9",2006
"FJ496111","CH58S_P11",2006
"FJ496112","CH58S_P13",2006
"FJ496113","CH58S_P15",2006
"FJ496114","CH58S_P16",2006
"FJ496115","CH58S_P17",2006
"FJ496116","CH58S_P18",2006
"FJ496117","CH58S_P2",2006
"FJ496118","CH58S_P22",2006
"FJ496119","CH58S_P6",2006
"FJ496120","CH58S_P7",2006
"FJ496121","CH58S_P8",2006
"FJ496122","CH58S_P9",2006
"KY112360","CH596",2008
"KY112361","CH596",2008
"KY112362","CH596",2008
"KY112363","CH596",2008
"KY112364","CH596",2008
"KY112365","CH596",2008
"KY112366","CH596",2008
"KY112367","CH596",2008
"KY112368","CH596",2008
"KY112369","CH596",2008
"KY112370","CH596",2008
"KY112371","CH596",2008
"KY112372","CH596",2008
"KY112373","CH596",2008
"KY112374","CH596",2008
"KY112375","CH596",2008
"KY112376","CH596",2008
"KY112377","CH596",2008
"KY112378","CH596",2008
"KY112379","CH596",2008
"KY112380","CH596",2008
"KY112381","CH596",2008
"KY112382","CH596",2008
"KY112383","CH596",2008
"KY112384","CH596",2008
"KY112385","CH596",2008
"KY112386","CH596",2008
"KY112387","CH596",2008
"KY112388","CH596",2008
"KY112389","CH596",2008
"KY112390","CH596_SGA.1A11",2008
"KY112391","CH596_SGA.1B10",2008
"KY112392","CH596_SGA.1B11",2008
"KY112393","CH596_SGA.1C1",2008
"KY112394","CH596_SGA.1C5",2008
"KY112395","CH596_SGA.1C9",2008
"KY112396","CH596_SGA.1D2",2008
"KY112397","CH596_SGA.1D4",2008
"KY112398","CH596_SGA.1D8",2008
"KY112399","CH596_SGA.1D9",2008
"KY112400","CH596_SGA.1E11",2008
"KY112401","CH596_SGA.1E12",2008
"KY112402","CH596_SGA.1E7",2008
"KY112403","CH596_SGA.1F2",2008
"KY112404","CH596_SGA.1F5",2008
"KY112405","CH596_SGA.1F6",2008
"KY112406","CH596_SGA.1G11",2008
"KY112407","CH596_SGA.1G12",2008
"KY112408","CH596_SGA.1G7",2008
"KY112409","CH596_SGA.1G9",2008
"KY112410","CH596_SGA.1H11",2008
"KY112411","CH596_SGA.1H2",2008
"KY112412","CH596_SGA.1H7",2008
"KY112413","CH596_SGA.1H9",2008
"KY112414","CH596_SGA.2A12",2008
"KY112415","CH596_SGA.2A5",2008
"KY112416","CH596_SGA.2A7",2008
"KY112417","CH596_SGA.2C4",2008
"KY112418","CH596_SGA.2D5",2008
"KY112419","CH596_SGA.2D7",2008
"KY112420","CH596_SGA.2E1",2008
"KY112421","CH596_SGA.2E10",2008
"KY112422","CH596_SGA.2E3",2008
"KY112423","CH596_SGA.2F5",2008
"KY112424","CH596_SGA.2F7",2008
"KY112425","CH596_SGA.2G2",2008
"KY112426","CH596_SGA.2G6",2008
"KY112427","CH596_SGA.2H1",2008
"KY112428","CH596_SGA.2H5",2008
"KY112429","CH728",2008
"KY112430","CH728",2008
"KY112431","CH728",2008
"KY112432","CH728",2008
"KY112433","CH728",2008
"KY112434","CH728",2008
"KY112435","CH728",2008
"KY112438","CH728",2008
"KY112439","CH728",2008
"KY112440","CH728",2008
"KY112441","CH728",2008
"KY112442","CH728",2008
"KY112443","CH728",2008
"KY112444","CH728",2008
"KY112445","CH728",2008
"KY112436","CH728.PL.280708.UT.15",2008
"KY112437","CH728.PL.280708.UT.16",2008
"KY112446","CH728_SGA.20.01",2008
"KY112447","CH728_SGA.20.02",2008
"KY112448","CH728_SGA.20.04",2008
"KY112449","CH728_SGA.20.05",2008
"KY112450","CH728_SGA.20.06",2008
"KY112451","CH728_SGA.20.12",2008
"KY112452","CH728_SGA.20.14",2008
"KY112453","CH728_SGA.20.15",2008
"KY112454","CH728_SGA.20.18",2008
"KY112455","CH728_SGA.20.19",2008
"KY112456","CH728_SGA.20.21",2008
"KY112457","CH728_SGA.20.25",2008
"KY112458","CH728_SGA.20.26",2008
"KY112459","CH728_SGA.20.28",2008
"KY112460","CH728_SGA.20.29",2008
"KY111983","CH728_SGA.5.02",2008
"KY111984","CH728_SGA.5.03",2008
"KY111985","CH728_SGA.5.04",2008
"KY111986","CH728_SGA.5.14",2008
"KY112461","CH742",2008
"KY112462","CH742",2008
"KY112463","CH742",2008
"KY112464","CH742",2008
"KY112465","CH742",2008
"KY112466","CH742",2008
"KY112467","CH742",2008
"KY112468","CH742",2008
"KY112469","CH742",2008
"KY112470","CH742",2008
"KY112471","CH742",2008
"KY112472","CH742",2008
"KY112473","CH742",2008
"KY112474","CH742",2008
"KY112475","CH742",2008
"KY112476","CH742",2008
"KY112477","CH742",2008
"KY112478","CH742",2008
"KY112480","CH742",2008
"KY112481","CH742",2008
"KY112482","CH742",2008
"KY112483","CH742",2008
"KY112484","CH742",2008
"KY112485","CH742",2008
"KY112486","CH742",2008
"KY112487","CH742",2008
"KY112488","CH742",2008
"KY112489","CH742",2008
"KY112490","CH742",2008
"KY112491","CH742",2008
"KY112492","CH742",2008
"KY112493","CH742",2008
"KY112479","CH742.SE.082708.BE.1",2008
"KY112494","CH742_SGA.1B3",2008
"KY112495","CH742_SGA.1B9",2008
"KY112496","CH742_SGA.1C8",2008
"KY112497","CH742_SGA.1C9",2008
"KY112498","CH742_SGA.1D11",2008
"KY112499","CH742_SGA.1D6",2008
"KY112500","CH742_SGA.1D7",2008
"KY112501","CH742_SGA.1E1",2008
"KY112502","CH742_SGA.1E2",2008
"KY112503","CH742_SGA.1E9",2008
"KY112504","CH742_SGA.1F8",2008
"KY112505","CH742_SGA.1G3",2008
"KY112506","CH742_SGA.1G4",2008
"KY112507","CH742_SGA.1G8",2008
"KY112508","CH742_SGA.1H9",2008
"KY112509","CH742_SGA.2A3",2008
"KY112510","CH742_SGA.2B11",2008
"KY112511","CH742_SGA.2D11",2008
"KY112512","CH742_SGA.2D7",2008
"KY112513","CH742_SGA.2D8",2008
"KY112514","CH742_SGA.2E10",2008
"KY112515","CH742_SGA.2E11",2008
"KY112516","CH742_SGA.2E3",2008
"KY112517","CH742_SGA.2E6",2008
"KY112518","CH742_SGA.2F4",2008
"KY112519","CH742_SGA.2G11",2008
"KY112520","CH742_SGA.2G6",2008
"KY112521","CH742_SGA.2G8",2008
"FJ496024","CH77d102_B1",2006
"FJ496025","CH77d102_C1",2006
"FJ496026","CH77d102_C2",2006
"FJ496027","CH77d102_C3",2006
"FJ496028","CH77d102_E1",2006
"FJ496029","CH77d102_TA1",2006
"FJ496030","CH77d102_TA2",2006
"FJ496031","CH77d102_TB1",2006
"FJ496032","CH77d102_TB2",2006
"FJ496033","CH77d159_B1",2007
"FJ496034","CH77d159_B2",2007
"FJ496035","CH77d159_B3",2007
"FJ496036","CH77d159_B4",2007
"FJ496037","CH77d159_C1",2007
"FJ496038","CH77d159_C3",2007
"FJ496039","CH77d159_C4",2007
"FJ496040","CH77d159_C5",2007
"FJ496041","CH77d159_T1",2007
"FJ496042","CH77d159_TA1",2007
"FJ496043","CH77d159_TA2",2007
"FJ496044","CH77d159_TA3",2007
"FJ496045","CH77d159_TA4",2007
"FJ496046","CH77d159_TA6",2007
"FJ496047","CH77d159_TB1",2007
"FJ496048","CH77d159_TB2",2007
"FJ496049","CH77d159_TB3",2007
"FJ496050","CH77d159_TB4",2007
"FJ496051","CH77d159_TB5",2007
"FJ496052","CH77d159_TB6",2007
"FJ496053","CH77d159_TB7",2007
"FJ496054","CH77d32_B1",2006
"FJ496055","CH77d32_D1",2006
"FJ496056","CH77d32_D2",2006
"FJ496057","CH77d32_D3",2006
"FJ496058","CH77d32_T1",2006
"FJ496059","CH77d32_TA1",2006
"FJ496060","CH77d32_TB1",2006
"FJ496061","CH77d32_TB2",2006
"FJ496062","CH77d32_TB4",2006
"FJ496063","CH77d32_TB5",2006
"FJ496064","CH77d32_TB6",2006
"FJ496065","CH77d32_TB7",2006
"FJ496066","CH77d32_TB8",2006
"FJ496067","CH77d32_TC13",2006
"FJ496068","CH77d32_TC15",2006
"FJ496069","CH77d32_TC2",2006
"FJ496070","CH77d32_TC3",2006
"FJ496071","CH77d32_TC4",2006
"FJ496000","CH77E_flA1",2006
"FJ496001","CH77E_flA2",2006
"FJ496002","CH77E_flB3",2006
"FJ496003","CH77E_flC3",2006
"FJ496004","CH77E_flC4",2006
"FJ496005","CH77E_flC7",2006
"FJ496006","CH77E_flC9",2006
"FJ496007","CH77E_flD5",2006
"FJ496123","CH77E_L2",2006
"FJ496124","CH77E_L4",2006
"FJ496125","CH77E_L5",2006
"FJ496126","CH77E_L6",2006
"FJ496127","CH77E_L7",2006
"FJ496129","CH77E_L8",2006
"FJ496128","CH77E_M1",2006
"FJ496130","CH77E_M2",2006
"FJ496131","CH77E_M21",2006
"FJ496132","CH77E_M22",2006
"FJ496133","CH77E_M24",2006
"FJ496134","CH77E_M25",2006
"FJ496135","CH77E_M26",2006
"FJ496136","CH77E_M3",2006
"FJ496137","CH77E_M4",2006
"FJ496138","CH77E_M6",2006
"FJ496139","CH77E_O1",2006
"FJ496140","CH77E_O2",2006
"FJ496141","CH77E_O3",2006
"FJ496142","CH77E_O4",2006
"FJ496143","CH77E_O5",2006
"FJ496144","CH77E_O7",2006
"FJ496008","CH77S_C1",2006
"FJ496009","CH77S_E1",2006
"FJ496010","CH77S_G2",2006
"FJ496011","CH77S_H9",2006
"FJ496012","CH77S_O1",2006
"FJ496013","CH77S_O10",2006
"FJ496014","CH77S_O11",2006
"FJ496015","CH77S_O12",2006
"FJ496016","CH77S_O13",2006
"FJ496017","CH77S_O14",2006
"FJ496018","CH77S_O16",2006
"FJ496019","CH77S_O17",2006
"FJ496020","CH77S_O19",2006
"FJ496021","CH77S_O20",2006
"FJ496022","CH77S_O21",2006
"FJ496023","CH77S_O9",2006
"KY112522","CH831",2008
"KY112523","CH831",2008
"KY112524","CH831",2008
"KY112525","CH831",2008
"KY112526","CH831",2008
"KY112527","CH831",2008
"KY112528","CH831",2008
"KY112529","CH831",2008
"KY112530","CH831",2008
"KY112531","CH831",2008
"KY112532","CH831",2008
"KY112533","CH831",2008
"KY112534","CH831",2008
"KY112535","CH831",2008
"KY112536","CH831",2008
"KY112537","CH831",2008
"KY112538","CH831_SGA.10S50",2008
"KY112539","CH831_SGA.11S51",2008
"KY112540","CH831_SGA.12S52",2008
"KY112541","CH831_SGA.14S54",2008
"KY112542","CH831_SGA.15S55",2008
"KY112543","CH831_SGA.17S57",2008
"KY112544","CH831_SGA.19S59",2008
"KY112545","CH831_SGA.1S41",2008
"KY112546","CH831_SGA.20S60",2008
"KY112547","CH831_SGA.22S62",2008
"KY112548","CH831_SGA.23S63",2008
"KY112549","CH831_SGA.25S65",2008
"KY112550","CH831_SGA.26S66",2008
"KY112551","CH831_SGA.28S68",2008
"KY112552","CH831_SGA.29S69",2008
"KY112553","CH831_SGA.2S42",2008
"KY112554","CH831_SGA.34S74",2008
"KY112555","CH831_SGA.35S75",2008
"KY112556","CH831_SGA.36S76",2008
"KY112557","CH831_SGA.37S77",2008
"KY112558","CH831_SGA.38S78",2008
"KY112559","CH831_SGA.39S79",2008
"KY112560","CH831_SGA.3S43",2008
"KY112561","CH831_SGA.40S80",2008
"KY112562","CH831_SGA.41S81",2008
"KY112563","CH831_SGA.42S82",2008
"KY112564","CH831_SGA.43S83",2008
"KY112565","CH831_SGA.44S84",2008
"KY112566","CH831_SGA.45S85",2008
"KY112567","CH831_SGA.46S86",2008
"KY112568","CH831_SGA.47S87",2008
"KY112569","CH831_SGA.48S88",2008
"KY112570","CH831_SGA.4S44",2008
"KY112571","CH831_SGA.52S92",2008
"KY112572","CH831_SGA.53S93",2008
"KY112573","CH831_SGA.56S96",2008
"KY112574","CH831_SGA.7S47",2008
"KY112575","CH831_SGA.8S48",2008
"KY112576","CH831_SGA.9S49",2008
"KY112577","CH848",2008
"KY112578","CH848",2008
"KY112579","CH848",2008
"KY112580","CH848",2008
"KY112581","CH848",2008
"KY112582","CH848",2008
"KY112583","CH848",2008
"KY112584","CH848",2008
"KC312540","MCST4474",2007
"KC312541","MCST4474",2007
"KC312542","MCST4474",2007
"KC312543","MCST4474",2007
"KC312544","MCST4474",2007
"KC312545","MCST4474",2007
"KC312546","MCST4474",2007
"KC312547","MCST4474",2007
"KC312548","MCST4474",2007
"KC312549","MCST4474",2007
"KC312550","MCST4474",2007
"KC312551","MCST4474",2007
"KC312552","MCST4474",2007
"KC312553","MCST4474",2007
"KC312554","MCST4474",2007
"KC312555","MCST4474",2007
"KC312556","MCST4474",2007
"KC312557","MCST4474",2007
"KC312558","MCST4474",2007
"KC312559","MCST4474",2007
"KC312560","MCST4474",2007
"KC312561","MCST4474",2007
"KC312562","MCST4474",2007
"KC312563","MCST4474",2007
"KC312564","MCST4474",2007
"KC312565","MCST4474",2007
"KC312566","MCST4474",2007
"KC312567","MCST4474",2007
"KC312568","MCST4474",2007
"KC312569","MCST4474",2007
"KC312570","MCST4474",2007
"KC312571","MCST4474",2007
"KC312572","MCST4474",2007
"KC312573","MCST4474",2007
"KC312574","MCST4474",2007
